Data from Sub Rng3__22__202.txt Node

Date: Fri May 29 11:57:15 CEST 2026
User: praktikum
Spectrometer: FLMS00572
Trigger mode: 0
Integration Time (sec): 5.000000E-2
Scans to average: 20
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 5
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
399.908	11.85
400.268	11.72
400.627	13.16
400.987	13.72
401.346	17.26
401.706	24.08
402.065	37.67
402.424	84.2
402.784	201.03
403.143	456.46
403.502	837.86
403.861	1122.21
404.221	1291.4
404.58	1382.62
404.939	1428.16
405.298	1440.81
405.657	1442.63
406.015	1430.41
406.374	1388.53
406.733	1275.39
407.092	1019.86
407.451	639.19
407.809	354.48
408.168	183.54
408.527	90.71
408.885	44.31
409.244	28.46
409.602	20.46
409.961	18.01
410.319	14.64
410.678	16.07
411.036	16.37
411.394	14.09
411.752	15.63
412.111	15.61
412.469	14.63
412.827	13.92
413.185	11.49
413.543	10.68
413.901	9.39
414.259	8.21
414.617	7.48
414.975	5.56
415.333	6.62
415.69	3.54
416.048	4.52
416.406	6.8
416.763	9.2
417.121	12.51
417.479	14.49
417.836	18.53
418.194	20.38
418.551	20.16
418.909	22.08
419.266	21.22
419.623	23.26
419.981	23.5
420.338	21.74
420.695	19.18
421.052	18.79
421.409	18.44
421.766	16.73
422.123	17.34
422.48	15.59
422.837	17.96
423.194	17.86
423.551	18.25
423.908	15.92
424.265	15.79
424.621	15.29
424.978	15.88
425.335	15.82
425.691	16.29
426.048	16.68
426.404	16.56
426.761	14.91
427.117	17.62
427.474	17.28
427.83	20.08
428.186	21.12
428.543	25.08
428.899	24.89
429.255	25.91
429.611	26.09
429.967	25.53
430.323	27.46
430.679	27.77
431.035	25.75
431.391	27.91
431.747	27.96
432.103	28.17
432.459	26.67
432.815	28.26
433.17	29.15
433.526	32.01
433.882	33.12
434.237	34.36
434.593	35.95
434.948	38
435.304	37.14
435.659	39.21
436.014	39.32
436.37	39.06
436.725	39.11
437.08	37.08
437.436	36.55
437.791	35.74
438.146	35.2
438.501	33.99
438.856	32.18
439.211	33.43
439.566	32.55
439.921	33.54
440.276	35.73
440.63	34.2
440.985	36.41
441.34	36.22
441.695	38.62
442.049	38.16
442.404	38.84
442.758	40.28
443.113	40.11
443.467	40.17
443.822	42.09
444.176	41.69
444.531	43.1
444.885	44.27
445.239	43.27
445.593	44.54
445.948	44.82
446.302	46.92
446.656	48.78
447.01	46.31
447.364	46.52
447.718	45.54
448.072	46.31
448.426	45.69
448.779	43.08
449.133	42.65
449.487	43.7
449.841	42.83
450.194	42.87
450.548	41.66
450.902	44.43
451.255	44.24
451.609	43.68
451.962	42.78
452.315	43.74
452.669	44.27
453.022	45.7
453.375	42.15
453.729	45.27
454.082	44
454.435	44.47
454.788	44.31
455.141	44.95
455.494	45.21
455.847	47.01
456.2	46.05
456.553	48.33
456.906	48.15
457.258	49.9
457.611	47.69
457.964	48.31
458.316	49.21
458.669	49.34
459.022	50.08
459.374	51.97
459.727	50.76
460.079	52.09
460.432	53.4
460.784	54.61
461.136	54.07
461.488	54.33
461.841	55.68
462.193	55.63
462.545	56.71
462.897	55.42
463.249	56.93
463.601	56.56
463.953	55.66
464.305	55.46
464.657	55.25
465.009	55.1
465.361	54.45
465.712	54.26
466.064	53.29
466.416	54.16
466.767	55.99
467.119	54.25
467.47	55.7
467.822	56.9
468.173	56.39
468.525	58.5
468.876	61.02
469.227	62.46
469.579	62.6
469.93	64.23
470.281	62.24
470.632	63.19
470.983	62.97
471.334	65.72
471.685	65.57
472.036	63.88
472.387	62.86
472.738	60.66
473.089	61.18
473.44	60.1
473.79	60.76
474.141	62.39
474.492	60.68
474.842	60.64
475.193	56.47
475.543	55.24
475.894	56.96
476.244	56.85
476.595	58.29
476.945	58.24
477.295	60.19
477.645	60.81
477.996	59.88
478.346	60.48
478.696	60.75
479.046	64.18
479.396	66.54
479.746	66.02
480.096	64.29
480.446	65.73
480.796	66.95
481.145	66.81
481.495	66.6
481.845	68.42
482.195	68.1
482.544	69.64
482.894	69.11
483.243	71.3
483.593	70.74
483.942	73.52
484.292	73.01
484.641	74.9
484.99	75.28
485.34	76.64
485.689	79.32
486.038	82
486.387	81.99
486.736	84.83
487.085	88.37
487.434	93.79
487.783	96
488.132	99.12
488.481	99.44
488.83	103.41
489.179	108.35
489.527	109.49
489.876	113
490.225	118.59
490.573	122.6
490.922	123.6
491.27	127.62
491.619	132.43
491.967	137.45
492.316	145.35
492.664	150.05
493.012	150.58
493.361	156.88
493.709	162.58
494.057	170.26
494.405	177.35
494.753	186.86
495.101	193.79
495.449	202.05
495.797	211
496.145	219.92
496.493	229.5
496.84	244.82
497.188	257.46
497.536	269.84
497.884	280.73
498.231	293.75
498.579	306.96
498.926	322.68
499.274	341.4
499.621	358.41
499.969	376.4
500.316	396.72
500.663	417.23
501.01	439.48
501.358	468.49
501.705	495.61
502.052	525.33
502.399	555.61
502.746	588.14
