Channel Accuracy: 10 Bits
Measurement Range 0...5V --> Resolution: 5V/2^10 = 4.9mV
Measured two channels at a Frequency of 500 Hz
Time (s)	Ch.1 (V)	Ch.2 (V)
0	2.8564453125	0.9326171875
0.001996	2.861328125	0.9326171875
0.004	2.861328125	0.9375
0.005996	2.8564453125	0.9375
0.008	2.861328125	0.9521484375
0.01	2.8564453125	0.9423828125
0.012	2.8515625	0.95703125
0.014	2.8564453125	0.95703125
0.016	2.8515625	0.966796875
0.018	2.8564453125	0.966796875
0.02	0.0	0.9716796875
0.021996	0.0	0.9765625
0.024	0.0	0.95703125
0.025996	0.0	0.9619140625
0.028	0.0	0.9716796875
0.029996	0.0	0.9765625
0.032	0.0	0.9912109375
0.033996	0.0	0.986328125
0.036	0.0	0.99609375
0.037996	0.0	1.005859375
0.04	0.0	1.005859375
0.041996	0.0	1.0009765625
0.044	0.0	1.015625
0.045996	0.0	1.005859375
0.048	0.0927734375	1.0302734375
0.049996	0.3515625	1.015625
0.052004	0.60546875	1.025390625
0.054	0.8642578125	1.0205078125
0.056	1.123046875	1.0302734375
0.058	1.3818359375	1.03515625
0.06	1.6357421875	1.0400390625
0.062	1.8798828125	1.0302734375
0.064	2.109375	1.03515625
0.065996	2.28515625	1.0400390625
0.068	2.44140625	1.0107421875
0.069996	2.5634765625	1.0302734375
0.072	2.646484375	1.0498046875
0.073996	0.0	1.0498046875
0.076	0.0	1.0498046875
0.077996	0.0	1.0595703125
0.08	0.0	1.044921875
0.081996	0.0	1.044921875
0.084	0.0	1.044921875
0.085996	0.0	1.0546875
0.088	0.0	1.0595703125
0.089996	0.0	1.0546875
0.092	0.0	1.064453125
0.093996	0.0	1.0693359375
0.096004	0.0	1.0595703125
0.098	0.0	1.0595703125
0.1	0.0	1.0595703125
0.102	0.0	1.0595703125
0.104	0.0	1.0546875
0.106	0.0	1.0498046875
0.107996	0.0	1.064453125
0.11	0.0	1.0693359375
0.111996	0.0	1.064453125
0.114	0.1953125	1.0546875
0.115996	0.4541015625	1.0595703125
0.118	0.72265625	1.0693359375
0.119996	0.9716796875	1.064453125
0.122	1.2353515625	1.0693359375
0.123996	1.4892578125	1.0546875
0.126	1.7431640625	1.064453125
0.127996	1.9775390625	1.0595703125
0.13	2.1875	1.064453125
0.131996	2.3583984375	1.0595703125
0.134	2.4853515625	1.0546875
0.135996	2.59765625	1.064453125
0.138004	2.67578125	1.0595703125
0.14	2.724609375	1.064453125
0.142	2.7685546875	1.0595703125
0.144	2.7978515625	1.0595703125
0.146	2.8125	1.0546875
0.148	2.8271484375	1.0595703125
0.149996	2.8271484375	1.0546875
0.152	2.8369140625	1.0546875
0.153996	2.8515625	1.0546875
0.156	2.8564453125	1.044921875
0.157996	2.8515625	1.044921875
0.16	2.8515625	1.0546875
0.161996	2.8466796875	1.0595703125
0.164	2.8564453125	1.0498046875
0.165996	2.8564453125	1.0546875
0.168	2.8466796875	1.03515625
0.169996	2.8564453125	1.0302734375
0.172	2.8564453125	1.0400390625
0.173996	2.8515625	1.03515625
0.176	2.8564453125	1.0400390625
0.177996	2.8515625	1.025390625
0.180004	2.861328125	1.025390625
0.182	2.8564453125	1.0302734375
0.184	2.8564453125	1.015625
0.186	2.8515625	1.0205078125
0.188	2.8564453125	1.015625
0.19	2.8564453125	1.015625
0.192	2.8515625	1.005859375
0.193996	2.861328125	1.0107421875
0.196	2.8515625	1.005859375
0.197996	2.861328125	0.99609375
0.2	2.8515625	0.986328125
0.201996	0.0	0.9814453125
0.204	0.0	0.986328125
0.205996	0.0	0.99609375
0.208	0.0	0.9912109375
0.209996	0.0	0.986328125
0.212	0.0	0.966796875
0.213996	0.0	0.9765625
0.216	0.0	0.9814453125
0.217996	0.0	0.9716796875
0.22	0.0	0.9765625
0.221996	0.0	0.9716796875
0.224004	0.0	0.9619140625
0.226	0.0	0.95703125
0.228	0.068359375	0.966796875
0.23	0.322265625	0.9619140625
0.232	0.5859375	0.95703125
0.234	0.83984375	0.95703125
0.235996	1.103515625	0.95703125
0.238	1.3671875	0.9521484375
0.239996	1.6064453125	0.9521484375
0.242	1.865234375	0.9521484375
0.243996	2.0849609375	0.9423828125
0.246	2.275390625	0.9423828125
0.247996	2.4267578125	0.9375
0.25	2.5439453125	0.9423828125
0.251996	2.6416015625	0.9423828125
0.254	2.7001953125	0.9375
0.255996	2.7490234375	0.9423828125
0.258	2.7880859375	0.9326171875
0.259996	2.8076171875	0.9326171875
0.262	2.822265625	0.9228515625
0.263996	2.8369140625	0.927734375
0.266004	2.841796875	0.9228515625
0.268	2.8466796875	0.9228515625
0.27	2.841796875	0.9326171875
0.272	2.8466796875	0.927734375
0.274	2.8564453125	0.91796875
0.276	2.8515625	0.9326171875
0.277996	2.8564453125	0.91796875
0.28	2.8466796875	0.9375
0.281996	2.8564453125	0.9228515625
0.284	2.8564453125	0.91796875
0.285996	2.8515625	0.9375
0.288	2.8515625	0.91796875
0.289996	0.0	0.91796875
0.292	0.0	0.9375
0.293996	0.0	0.91796875
0.296	0.0	0.9228515625
0.297996	0.0	0.9228515625
0.3	0.0	0.927734375
0.301996	0.0	0.9326171875
0.304	0.0	0.9228515625
0.305996	0.0	0.9375
0.308004	0.0	0.908203125
0.31	0.0	0.908203125
0.312	0.0	0.9375
0.314	0.0	0.9375
0.316	0.0	0.9326171875
0.318	0.2197265625	0.9423828125
0.32	0.48828125	0.9423828125
0.321996	0.7275390625	0.9521484375
0.324	0.99609375	0.947265625
0.325996	1.25	0.947265625
0.328	1.5087890625	0.9521484375
0.329996	1.7578125	0.9423828125
0.332	2.001953125	0.927734375
0.333996	2.197265625	0.9375
0.336	2.3681640625	0.95703125
0.337996	2.509765625	0.95703125
0.34	2.607421875	0.9521484375
0.341996	2.67578125	0.95703125
0.344	2.7294921875	0.95703125
0.345996	2.7685546875	0.966796875
0.348	2.802734375	0.966796875
0.349996	2.8173828125	0.9619140625
0.352004	2.8271484375	0.9716796875
0.354	2.841796875	0.986328125
0.356	2.8466796875	0.9765625
0.358	2.8466796875	0.9814453125
0.36	2.841796875	0.986328125
0.362	2.8564453125	0.99609375
0.363996	2.8564453125	0.99609375
0.366	2.8564453125	1.005859375
0.367996	2.8564453125	0.9716796875
0.37	2.8564453125	1.005859375
0.371996	2.8515625	1.005859375
0.374	2.8564453125	1.0107421875
0.375996	2.8564453125	1.005859375
0.378	2.8564453125	1.0107421875
0.379996	2.8515625	1.025390625
0.382	2.8515625	1.0107421875
0.383996	2.861328125	1.0205078125
0.386	2.8515625	1.0205078125
0.387996	2.8515625	1.025390625
0.39	2.861328125	1.025390625
0.391996	2.8564453125	1.025390625
0.394004	2.8564453125	1.0302734375
0.396	2.8564453125	1.0400390625
0.398	0.0	1.044921875
0.4	0.0	1.025390625
0.402	0.0	1.044921875
0.404	0.0	1.044921875
0.405996	0.0	1.0498046875
0.408	0.0	1.0546875
0.409996	0.0	1.0595703125
0.412	0.0	1.0595703125
0.413996	0.0	1.0595703125
0.416	0.0	1.0693359375
0.417996	0.0	1.0546875
0.42	0.0	1.0693359375
0.421996	0.048828125	1.07421875
0.424	0.3076171875	1.07421875
0.425996	0.56640625	1.07421875
0.428	0.830078125	1.0595703125
0.429996	1.09375	1.07421875
0.432	1.3525390625	1.0498046875
0.433996	1.6015625	1.064453125
0.436004	1.845703125	1.0791015625
0.438	2.0703125	1.0791015625
0.44	2.265625	1.07421875
0.442	2.4169921875	1.064453125
0.444	2.5390625	1.07421875
0.446	2.626953125	1.0791015625
0.448	2.6953125	1.083984375
0.449996	2.7490234375	1.0888671875
0.452	2.783203125	1.083984375
0.453996	2.8076171875	1.083984375
0.456	2.822265625	1.0791015625
0.457996	2.8369140625	1.0888671875
0.46	2.841796875	1.0888671875
0.461996	2.8466796875	1.0888671875
0.464	2.8515625	1.09375
0.465996	2.841796875	1.0888671875
0.468	2.8466796875	1.0791015625
0.469996	2.8466796875	1.07421875
0.472	2.8564453125	1.07421875
0.473996	2.8564453125	1.07421875
0.476	2.861328125	1.0791015625
0.477996	2.8564453125	1.0693359375
0.480004	2.8515625	1.083984375
0.482	2.8564453125	1.0791015625
0.484	0.0	1.0693359375
0.486	0.0	1.0791015625
0.488	0.0	1.0498046875
0.49	0.0	1.083984375
0.491996	0.0	1.064453125
0.494	0.0	1.07421875
0.495996	0.0	1.0791015625
0.498	0.0	1.0693359375
0.499996	0.0	1.0546875
0.502	0.0	1.064453125
0.503996	0.0	1.0595703125
0.506	0.0	1.0595703125
0.507996	0.0732421875	1.064453125
0.51	0.33203125	1.0498046875
0.511996	0.595703125	1.0498046875
0.514	0.859375	1.0595703125
0.515996	1.1083984375	1.0595703125
0.518	1.3720703125	1.0546875
0.519996	1.6357421875	1.0595703125
0.522004	1.8701171875	1.0595703125
0.524	2.0947265625	1.0546875
0.526	2.28515625	1.0498046875
0.528	2.4365234375	1.0400390625
0.53	2.55859375	1.044921875
0.532	2.646484375	1.0400390625
0.533996	2.7001953125	1.03515625
0.536	2.75390625	1.0400390625
0.537996	2.7880859375	1.0400390625
0.54	2.7978515625	1.03515625
0.541996	2.8173828125	1.025390625
0.544	2.83203125	1.025390625
0.545996	2.841796875	1.0205078125
0.548	2.8466796875	1.025390625
0.549996	2.841796875	1.0205078125
0.552	2.8515625	1.015625
0.553996	2.8564453125	1.015625
0.556	2.8466796875	1.015625
0.557996	2.8564453125	1.015625
0.56	2.8466796875	1.005859375
0.561996	2.8564453125	0.99609375
0.564004	2.8564453125	0.9912109375
0.566	2.8515625	0.9912109375
0.568	0.0	0.9912109375
0.57	0.0	0.9765625
0.572	0.0	0.9814453125
0.574	0.0	0.9814453125
0.576	0.0	0.9814453125
0.577996	0.0	0.966796875
0.58	0.0	0.9619140625
0.581996	0.0	0.966796875
0.584	0.0	0.95703125
0.585996	0.0	0.9521484375
0.588	0.0	0.947265625
0.589996	0.0	0.9423828125
0.592	0.0	0.9375
0.593996	0.0	0.9326171875
0.596	0.0	0.9375
0.597996	0.2294921875	0.91796875
0.6	0.4931640625	0.927734375
0.601996	0.7421875	0.91796875
0.604	1.005859375	0.908203125
0.605996	1.2646484375	0.9033203125
0.608004	1.5283203125	0.87890625
0.61	1.7724609375	0.8935546875
0.612	2.001953125	0.8837890625
0.614	2.2021484375	0.87890625
0.616	2.3681640625	0.8740234375
0.618	2.5048828125	0.8740234375
0.619996	2.6025390625	0.859375
0.622	2.685546875	0.8642578125
0.623996	2.734375	0.849609375
0.626	2.7734375	0.849609375
0.627996	2.7978515625	0.849609375
0.63	2.8125	0.8447265625
0.631996	2.83203125	0.8251953125
0.634	2.841796875	0.83984375
0.635996	2.841796875	0.830078125
0.638	2.8515625	0.8251953125
0.639996	2.8515625	0.8154296875
0.642	2.8515625	0.7958984375
0.643996	2.8564453125	0.8154296875
0.646	2.8515625	0.810546875
0.647996	2.8466796875	0.8056640625
0.650004	2.8466796875	0.7861328125
0.652	2.8466796875	0.7958984375
0.654	2.8564453125	0.7861328125
0.656	2.8564453125	0.7861328125
0.658	2.8515625	0.7763671875
0.66	2.8515625	0.7763671875
0.661996	2.8515625	0.771484375
0.664	2.8564453125	0.76171875
0.665996	0.0	0.7666015625
0.668	0.0	0.76171875
0.669996	0.0	0.7568359375
0.672	0.0	0.751953125
0.673996	0.0	0.7470703125
0.676	0.0	0.751953125
0.677996	0.0	0.751953125
0.68	0.0	0.751953125
0.681996	0.0	0.7470703125
0.684	0.0	0.7275390625
0.685996	0.0	0.7421875
0.688	0.0	0.7421875
0.689996	0.0	0.7373046875
0.692004	0.0	0.7421875
0.694	0.0	0.751953125
0.696	0.0	0.732421875
0.698	0.0	0.7568359375
0.7	0.0	0.7421875
0.702	0.0	0.7421875
0.704	0.0	0.751953125
0.705996	0.0	0.7470703125
0.708	0.0	0.751953125
0.709996	0.0	0.7470703125
0.712	0.0	0.7568359375
0.713996	0.0	0.7666015625
0.716	0.0	0.76171875
0.717996	0.0	0.7568359375
0.72	0.0	0.76171875
0.721996	0.029296875	0.7666015625
0.724	0.29296875	0.76171875
0.725996	0.546875	0.7763671875
0.728	0.8056640625	0.7568359375
0.729996	1.07421875	0.7568359375
0.732	1.328125	0.7861328125
0.733996	1.58203125	0.7763671875
0.736004	1.8408203125	0.7861328125
0.738	2.0556640625	0.7958984375
0.74	2.255859375	0.7763671875
0.742	2.4072265625	0.80078125
0.744	2.5244140625	0.80078125
0.746	2.626953125	0.8056640625
0.747996	2.6953125	0.8056640625
0.75	2.7392578125	0.791015625
0.751996	2.7783203125	0.810546875
0.754	2.802734375	0.8154296875
0.755996	2.8076171875	0.8251953125
0.758	2.8271484375	0.8203125
0.759996	2.841796875	0.830078125
0.762	2.8466796875	0.8154296875
0.763996	2.8466796875	0.8251953125
0.766	2.8466796875	0.8349609375
0.767996	2.8515625	0.8349609375
0.77	2.8564453125	0.8447265625
0.771996	2.8564453125	0.849609375
0.774	2.8515625	0.849609375
0.775996	2.8466796875	0.8544921875
0.778004	2.8515625	0.8642578125
0.78	2.8564453125	0.8544921875
0.782	2.8564453125	0.859375
0.784	2.8564453125	0.8642578125
0.786	2.8564453125	0.8740234375
0.788	2.861328125	0.8837890625
0.789996	2.8564453125	0.8837890625
0.792	2.8515625	0.888671875
0.793996	2.861328125	0.8935546875
0.796	2.8515625	0.8984375
0.797996	2.861328125	0.8984375
0.8	2.861328125	0.8935546875
0.801996	2.8515625	0.908203125
0.804	2.8564453125	0.908203125
0.805996	2.8564453125	0.91796875
0.808	2.8564453125	0.91796875
0.809996	2.8564453125	0.9130859375
0.812	2.8564453125	0.9228515625
0.813996	2.8564453125	0.9228515625
0.816	2.8564453125	0.91796875
0.817996	2.861328125	0.927734375
0.820004	2.8564453125	0.927734375
0.822	0.0	0.9375
0.824	0.0	0.9423828125
0.826	0.0	0.9375
0.828	0.0	0.9375
0.83	0.0	0.947265625
0.832	0.0	0.9521484375
0.833996	0.0	0.95703125
0.836	0.0	0.95703125
0.837996	0.0	0.947265625
0.84	0.0	0.9619140625
0.841996	0.0	0.9619140625
0.844	0.0	0.9619140625
0.845996	0.0	0.9765625
0.848	0.0	0.9423828125
0.849996	0.0	0.9423828125
0.852	0.2099609375	0.986328125
0.853996	0.4638671875	0.9814453125
0.856	0.7177734375	0.986328125
0.857996	0.9765625	0.986328125
0.86	1.23046875	0.986328125
0.861996	1.494140625	0.9912109375
0.864004	1.748046875	1.0009765625
0.866	1.9775390625	1.0009765625
0.868	2.1875	1.005859375
0.87	2.3486328125	0.9716796875
0.872	2.4951171875	1.005859375
0.874	2.5927734375	1.0107421875
0.875996	2.67578125	1.015625
0.878	2.7294921875	1.0107421875
0.879996	0.0	1.025390625
0.882	0.0	1.025390625
0.883996	0.0	1.025390625
0.886	0.0	1.0302734375
0.887996	0.0	1.0302734375
0.89	0.0	1.03515625
0.891996	0.0	1.0302734375
0.894	0.0	1.03515625
0.895996	0.0	1.03515625
0.898	0.0	1.0302734375
0.899996	0.0	1.0302734375
0.902	0.0	1.044921875
0.903996	0.0	1.0400390625
0.906004	0.0	1.0302734375
0.908	0.0	1.0302734375
0.91	0.0	1.03515625
0.912	0.0	1.03515625
0.914	0.0	1.0205078125
0.916	0.0	1.0302734375
0.917996	0.0	1.044921875
0.92	0.0341796875	1.0498046875
0.921996	0.2978515625	1.0400390625
0.924	0.56640625	1.0302734375
0.925996	0.8056640625	1.0302734375
0.928	1.0791015625	1.03515625
0.929996	1.3330078125	1.03515625
0.932	1.591796875	1.025390625
0.933996	1.8359375	1.03515625
0.936	2.0654296875	1.03515625
0.937996	2.2509765625	1.005859375
0.94	2.4169921875	1.015625
0.941996	2.5390625	1.0009765625
0.944	2.626953125	1.005859375
0.945996	2.7001953125	1.0009765625
0.948004	2.7490234375	1.005859375
0.95	2.783203125	1.005859375
0.952	2.802734375	1.0009765625
0.954	2.822265625	1.005859375
0.956	2.83203125	0.9912109375
0.958	2.8369140625	0.9814453125
0.96	2.841796875	0.9814453125
0.961996	2.8466796875	0.9765625
0.964	2.8515625	0.986328125
0.965996	2.8466796875	0.9765625
0.968	2.8564453125	0.9814453125
0.969996	2.8466796875	0.9814453125
0.972	2.8466796875	0.9765625
0.973996	2.8466796875	0.9765625
0.976	2.8564453125	0.9716796875
0.977996	2.8564453125	0.9619140625
0.98	2.8564453125	0.9521484375
0.981996	2.861328125	0.9423828125
0.984	2.8466796875	0.9521484375
0.985996	2.8564453125	0.95703125
0.988	2.8564453125	0.947265625
0.989996	2.861328125	0.947265625
0.992004	2.8515625	0.9326171875
0.994	2.8515625	0.9326171875
0.996	2.8564453125	0.9375
0.998	2.861328125	0.927734375
1.0	2.861328125	0.9326171875
1.002	2.8564453125	0.9228515625
1.003996	2.8564453125	0.91796875
1.006	2.8564453125	0.927734375
1.007996	2.8564453125	0.927734375
1.01	2.8564453125	0.91796875
1.011996	2.8564453125	0.908203125
1.014	2.8564453125	0.908203125
1.015996	2.8564453125	0.908203125
1.018	0.0	0.908203125
1.019996	0.0	0.908203125
1.022	0.0	0.8984375
1.023996	0.0	0.8984375
1.026	0.0	0.8984375
1.027996	0.0	0.8837890625
1.03	0.0	0.888671875
1.031996	0.0	0.888671875
1.034004	0.0	0.869140625
1.036	0.0	0.8740234375
1.038	0.0	0.8740234375
1.04	0.0	0.87890625
1.042	0.0	0.87890625
1.044	0.0	0.87890625
1.045996	0.0	0.8740234375
1.048	0.1025390625	0.87890625
1.049996	0.361328125	0.8642578125
1.052	0.615234375	0.8642578125
1.053996	0.8740234375	0.869140625
1.056	1.1279296875	0.8642578125
1.057996	1.38671875	0.869140625
1.06	1.650390625	0.8642578125
1.061996	1.89453125	0.8642578125
1.064	2.109375	0.849609375
1.065996	2.294921875	0.859375
1.068	2.4365234375	0.859375
1.069996	2.55859375	0.859375
1.072	2.646484375	0.859375
1.073996	2.7099609375	0.859375
1.076004	2.75390625	0.8544921875
1.078	2.7880859375	0.859375
1.08	2.8125	0.8544921875
1.082	2.8271484375	0.8544921875
1.084	2.8369140625	0.859375
1.086	2.8466796875	0.869140625
1.088	2.8515625	0.859375
1.089996	2.841796875	0.859375
1.092	2.841796875	0.8447265625
1.093996	2.8515625	0.849609375
1.096	2.8515625	0.859375
1.097996	2.861328125	0.8447265625
1.1	2.8466796875	0.859375
1.101996	2.8564453125	0.859375
1.104	2.8515625	0.849609375
1.105996	2.861328125	0.8447265625
1.108	2.8564453125	0.8544921875
1.109996	2.8564453125	0.849609375
1.112	2.8564453125	0.859375
1.113996	2.8564453125	0.8544921875
1.116	2.8515625	0.8642578125
1.117996	0.0	0.8642578125
1.120004	0.0	0.859375
1.122	0.0	0.8642578125
1.124	0.0	0.830078125
1.126	0.0	0.8544921875
1.128	0.0	0.849609375
1.13	0.0	0.859375
1.131996	0.0	0.8642578125
1.134	0.0	0.8642578125
1.135996	0.0	0.869140625
1.138	0.0	0.869140625
1.139996	0.0	0.8642578125
1.142	0.0	0.8740234375
1.143996	0.0	0.8740234375
1.146	0.0	0.8740234375
1.147996	0.078125	0.8544921875
1.15	0.3466796875	0.8837890625
1.151996	0.60546875	0.888671875
1.154	0.8544921875	0.888671875
1.155996	1.1181640625	0.8837890625
1.158	1.3818359375	0.8837890625
1.159996	1.630859375	0.87890625
1.162004	1.8798828125	0.8837890625
1.164	2.08984375	0.8935546875
1.166	2.2802734375	0.8935546875
1.168	2.4365234375	0.8740234375
1.17	2.55859375	0.888671875
1.172	2.63671875	0.8935546875
1.173996	2.705078125	0.8984375
1.176	2.75390625	0.9033203125
1.177996	2.7880859375	0.8984375
1.18	2.8076171875	0.8935546875
1.181996	2.8271484375	0.9033203125
1.184	2.8271484375	0.908203125
1.185996	2.8369140625	0.9130859375
1.188	2.8369140625	0.908203125
1.189996	2.8466796875	0.91796875
1.192	2.8466796875	0.91796875
1.193996	2.8515625	0.91796875
1.196	2.8564453125	0.927734375
1.197996	2.8564453125	0.9228515625
1.2	2.8515625	0.927734375
1.201996	2.8515625	0.927734375
1.204004	2.8564453125	0.9375
1.206	2.8515625	0.9423828125
1.208	2.8564453125	0.947265625
1.21	2.8564453125	0.947265625
1.212	2.8564453125	0.95703125
1.214	2.8564453125	0.947265625
1.216	2.8564453125	0.9619140625
1.217996	2.861328125	0.966796875
1.22	2.8564453125	0.9619140625
1.221996	2.8515625	0.966796875
1.224	2.8564453125	0.9326171875
1.225996	2.8564453125	0.9521484375
1.228	2.861328125	0.9814453125
1.229996	2.8564453125	0.9814453125
1.232	2.8515625	0.9912109375
1.233996	2.861328125	0.986328125
1.236	0.0	0.99609375
1.237996	0.0	0.986328125
1.24	0.0	0.99609375
1.241996	0.0	1.005859375
1.244	0.0	1.0009765625
1.245996	0.0	0.99609375
1.248004	0.0	0.99609375
1.25	0.0	1.005859375
1.252	0.0	1.0205078125
1.254	0.0	1.0107421875
1.256	0.0	1.0205078125
1.258	0.0	1.0107421875
1.259996	0.0	1.0107421875
1.262	0.0439453125	1.015625
1.263996	0.3076171875	1.025390625
